C1,C2,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150
452,Sasaram,10/22/2020,11:09:00,Boring Road,208,2,38,1,3,1,3,2,1,3,Corruption,2,1,2,2,1,0,1,1,0,0,0,1,3,2,3,3,3,1,3,1,2,3,4,2,1,3,2,4,2,3,2,3,3,2,2,3,2,1,2,2,3,2,3,2,2,3,1,3,1,1,1,1,2,4,2,3,3,4,2,4,2,4,3,2,4,3,2,4,3,3,2,3,2,4,2,3,4,3,2,4,3,3,2,2,4,3,4,4,2,3,2,3,3,2,4,2,4,3,2,3,4,2,4,3,2,4,4,3,4,2,3,3,1,2,4,2,3,4,3,3,4,3,4,2,1,3,1,1,1982,25000,1
453,"Pipra, Supaul",10/22/2020,11:56:00,Bakar Ganj,42,2,30,1,2,1,5,1,88,2,Rape,2,1,3,2,0,1,0,0,0,0,0,1,1,3,3,3,3,2,2,3,3,3,4,4,4,4,4,88,88,88,88,88,88,88,88,88,88,99,88,4,4,88,88,3,3,4,88,99,88,88,1,1,2,2,2,2,1,1,1,1,88,88,88,2,2,2,1,1,2,2,88,1,1,1,1,2,2,2,1,1,3,3,4,88,1,2,4,4,99,1,3,4,5,99,88,1,3,4,99,88,99,88,88,88,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,4,4,4,4,2,1,88,1,2,1990,12000,1
454,Patna sahib,10/22/2020,14:15:00,Phulwari sarif,184,2,24,1,2,88,3,1,1,2,Rape,2,4,3,2,1,0,1,0,0,0,0,1,4,2,4,2,88,3,4,1,3,1,99,99,99,99,88,88,4,3,2,1,3,3,2,2,1,4,3,2,3,4,2,2,2,2,3,4,1,1,1,1,99,3,2,4,2,1,1,2,4,1,3,2,3,88,1,4,2,1,1,2,2,2,3,2,2,4,2,2,4,4,5,2,2,2,88,99,2,2,4,4,5,99,99,99,99,99,2,2,2,3,5,3,4,2,3,4,4,2,3,4,2,2,3,3,4,2,5,3,4,4,3,2,1,4,1,2,1996,27000,3
455,Kumhrar,10/22/2020,13:59:00,RMS colony,183,2,24,2,3,1,3,3,1,3,Female safety,1,1,2,2,1,0,1,1,0,1,0,1,2,1,2,2,1,2,1,2,1,2,3,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,1,1,4,5,3,4,3,4,1,4,3,4,3,3,4,3,2,3,2,3,2,3,3,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,2,3,1,2,1,1,2,1,2,1,3,2,3,4,2,3,2,3,4,3,2,4,3,5,4,3,3,4,3,4,2,1,4,1,3,1996,25000,2
456,Phulwari,10/22/2020,14:21:00,Gayghat,188,2,28,2,1,2,1,2,2,3,Rape,2,4,3,2,1,0,1,1,0,1,0,1,4,4,3,4,2,4,3,2,3,2,88,3,4,2,4,2,88,3,2,2,88,3,2,3,2,3,88,2,3,99,3,3,3,2,2,4,1,1,1,1,2,2,2,2,3,88,2,2,2,2,3,1,2,1,2,2,88,3,88,2,4,3,1,2,2,3,88,2,2,3,1,1,1,1,3,3,88,2,2,3,1,99,2,3,3,4,88,1,3,3,3,3,4,2,4,3,3,88,4,88,2,2,4,88,5,4,4,5,4,4,4,2,1,4,1,1,1992,4000,3
457,Danapur,10/22/2020,14:39:00,Boring Road,186,2,25,1,2,1,4,3,1,3,Corruption,2,1,3,2,1,0,1,1,0,0,0,1,3,4,3,3,4,4,3,2,3,4,4,3,4,4,3,2,3,4,2,3,3,2,3,4,3,4,2,3,3,2,2,3,4,3,3,4,1,1,1,1,2,3,1,3,3,2,1,3,4,4,3,4,5,3,2,4,3,1,3,3,2,3,2,3,3,2,1,3,4,3,3,2,3,4,3,3,2,3,3,2,3,3,3,2,3,3,1,3,4,3,2,4,2,3,4,3,2,3,2,4,3,2,4,4,2,3,3,3,2,2,3,2,1,3,1,1,1995,35000,1
458,Kumhrar,10/22/2020,14:29:00,Phulwari sarif,183,2,52,2,88,88,3,88,1,3,Health and Hospital,88,3,2,2,1,0,0,0,0,0,0,1,3,3,2,3,1,3,3,2,3,1,1,2,2,2,3,3,4,2,3,1,4,3,4,3,88,2,3,2,3,1,2,2,2,2,3,3,1,1,1,1,1,4,2,4,1,4,1,3,4,1,4,2,4,3,2,2,2,3,5,2,4,2,2,1,3,1,2,4,3,4,5,1,3,3,4,4,2,3,3,4,3,1,1,99,99,2,1,2,4,3,5,4,2,88,2,2,4,3,4,3,1,2,5,3,4,2,4,4,2,4,2,2,1,4,88,,1968,18000,1
459,Sikta,10/22/2020,10:17:00,Patna sahib,9,2,36,1,1,2,3,3,1,3,Rape,2,1,1,2,0,0,1,0,0,0,0,1,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2,2,2,4,3,3,2,2,4,3,2,2,2,3,3,2,2,2,3,1,1,1,1,3,3,3,3,3,4,1,3,3,4,3,4,3,3,2,3,2,3,3,2,1,2,3,3,3,3,2,3,3,3,4,2,3,3,4,4,2,3,3,4,4,2,2,3,3,4,1,2,3,3,3,4,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,3,2,3,3,2,1,1,88,,1984,13000,2
460,Bahadurpur ,10/22/2020,13:00:00,Patna Railway Station,85,2,38,2,2,1,5,5,1,3,Rape,2,1,1,2,1,0,1,1,1,0,0,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,4,4,3,5,2,4,5,5,1,1,1,3,3,2,5,1,1,88,88,4,88,88,88,99,3,88,88,88,99,5,1,1,88,88,5,88,99,99,99,5,1,1,1,1,4,4,4,4,3,3,3,3,5,1,1,3,1,4,3,1,5,1,1,1,1,1,1,1,1,1982,45000,2
461,Patna sahib,10/22/2020,19:09:00,Patna sahib,184,2,40,2,2,2,3,3,1,3,Rape,2,3,3,2,1,0,1,0,0,0,0,1,3,2,3,3,3,4,2,3,3,3,3,2,3,3,3,4,2,3,3,3,3,2,3,3,3,4,2,3,3,3,4,3,4,3,3,3,1,1,1,1,2,3,3,3,2,3,2,3,2,2,3,2,3,2,1,3,3,3,3,1,1,2,4,3,3,3,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,5,3,2,3,3,3,3,3,4,2,4,4,2,2,1,1,2,1980,20000,2
462,Kumhrar,10/22/2020,14:41:00,Gayghat,183,2,42,2,2,2,3,2,1,2,School  fees ,2,2,3,2,0,0,1,1,1,0,0,1,3,3,4,4,3,2,3,2,88,3,4,3,4,3,4,88,3,3,3,4,2,3,2,4,3,3,2,4,3,4,88,2,4,3,4,88,1,1,88,1,3,3,2,1,3,2,1,1,3,2,3,88,3,1,2,3,88,2,1,2,1,2,2,3,1,2,2,3,1,2,1,3,3,1,3,1,88,2,1,2,4,88,2,2,1,2,1,1,3,3,88,4,3,4,3,3,3,99,3,5,1,2,88,4,5,4,4,5,4,4,3,88,1,3,88,,1978,12000,2
463,Paliganj,10/22/2020,12:57:00,Shivala ,190,2,23,1,2,88,3,3,2,2,Un employment,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,88,88,4,88,88,3,4,3,88,2,88,4,3,88,88,88,3,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,3,2,88,88,4,2,2,2,2,2,1,2,1,3,2,2,1,2,2,1,1,2,2,1,1,1,1,1,,1997,18000,1
464,Phulwari,10/22/2020,13:31:00,Boring Road,188,2,33,1,3,2,3,3,5,4,Corruption,2,2,3,2,1,1,1,1,0,0,0,1,2,4,3,2,3,4,3,2,3,2,3,2,1,2,2,3,2,3,1,3,2,3,1,3,3,3,1,2,3,3,3,1,3,3,2,2,1,1,1,1,3,3,4,3,5,2,1,4,2,4,2,4,3,2,2,4,2,3,2,2,4,4,2,2,3,2,4,2,4,2,3,2,4,2,4,3,2,4,3,3,2,1,3,4,3,2,1,3,4,2,3,3,2,3,3,1,2,3,2,4,2,2,2,4,4,4,1,2,2,2,3,2,1,1,1,1,1987,15000,1
465,Sikta,10/22/2020,10:33:00,Patna sahib,9,2,30,1,2,2,3,3,1,2,Rape,2,4,3,2,1,1,0,0,0,0,0,1,4,4,4,4,4,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,4,2,2,3,3,3,3,3,4,2,3,3,2,1,1,1,1,1990,10000,2
466,Maner,10/22/2020,14:46:00,Phulwari sarif,187,2,35,1,1,2,3,3,1,3,School  fees ,1,3,3,2,1,0,0,1,0,0,0,1,4,4,3,3,4,3,3,4,4,88,3,3,3,3,2,4,3,2,2,3,4,4,88,99,88,4,88,99,88,4,88,3,4,88,4,3,1,1,1,1,2,4,2,3,3,3,1,4,1,99,99,2,1,1,3,2,2,2,88,2,2,4,4,4,3,4,2,1,1,88,1,3,3,3,4,5,3,3,3,2,1,2,3,4,3,5,88,2,88,2,88,3,88,2,88,4,88,88,3,4,1,2,88,4,88,3,88,4,3,5,4,88,1,1,1,2,1985,30000,3
467,"Pipra, Supaul",10/22/2020,12:09:00,Bakar Ganj,42,2,29,1,3,1,5,1,88,3,Rape,2,1,1,2,0,1,0,0,0,0,0,1,88,88,4,4,4,3,3,3,88,3,4,4,2,2,2,88,88,4,4,4,88,88,4,4,3,4,4,3,3,3,88,88,4,3,2,4,1,1,1,1,1,2,2,2,2,3,1,3,2,2,2,2,4,4,1,1,3,2,3,3,1,5,5,2,2,1,2,2,2,2,2,2,4,4,4,4,5,4,2,1,88,5,3,2,1,88,5,4,4,4,4,1,3,3,3,3,3,3,3,2,3,2,5,5,5,5,5,1,3,4,5,88,1,4,1,1,1991,13000,3
468,Maner,10/22/2020,19:24:00,Patna sahib,187,2,35,1,2,2,3,3,2,3,Female safety,2,1,2,2,1,0,1,0,0,0,0,1,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,4,3,3,1,1,1,1,2,2,3,2,2,3,1,3,3,3,3,3,3,3,2,3,2,3,2,1,1,2,4,2,3,3,2,3,2,2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,4,3,4,4,2,1,4,1,2,1985,20000,2
469,Kumhrar,10/22/2020,14:14:00,RMS colony,183,2,44,1,4,2,4,5,1,3,Law and order,2,1,1,2,0,0,1,0,0,0,0,1,4,2,3,99,88,4,1,3,99,88,4,1,3,88,88,4,1,3,88,99,4,1,3,99,88,4,2,1,88,88,4,2,3,88,1,4,1,1,88,1,4,5,88,1,4,1,1,3,4,4,88,88,4,5,5,2,1,88,5,1,2,5,2,3,99,88,5,2,4,88,99,5,2,4,88,99,5,2,4,88,88,5,3,2,99,88,5,2,4,88,2,4,4,2,3,4,3,2,4,5,2,2,4,1,3,4,88,5,2,3,88,1,1,1,1,,1976,25000,1
470,Sikta,10/22/2020,10:51:00,Patna sahib,9,2,23,1,2,2,3,3,1,4,Rape,88,2,3,2,0,0,1,1,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,4,2,1,1,88,,1997,12000,1
471,Masaurhi,10/22/2020,15:47:00,Gayghat,189,2,44,2,2,2,3,3,2,3,Female safety,2,3,3,2,0,0,1,1,1,1,0,1,4,2,2,4,2,4,88,2,4,2,4,4,2,3,3,88,4,2,3,2,4,4,4,2,88,3,4,4,2,4,2,4,3,3,3,2,1,1,1,1,2,4,1,2,2,1,1,1,2,1,3,88,3,2,2,2,2,3,88,3,2,2,3,2,2,88,1,2,3,1,1,88,1,3,3,2,88,1,3,2,1,88,88,3,3,1,88,1,3,3,1,4,3,4,3,4,4,4,4,5,1,2,3,4,4,5,3,5,4,4,4,2,1,1,99,,1976,13000,3
472,Sasaram,10/22/2020,16:11:00,Boring Road,208,2,40,2,2,1,4,2,1,3,Corruption,2,3,2,2,1,0,1,1,0,0,0,1,3,2,3,4,2,3,2,3,4,2,4,2,4,3,3,4,3,4,3,2,2,3,4,2,4,4,2,4,4,2,4,3,2,4,2,4,1,1,1,1,2,3,2,3,4,1,1,3,4,5,2,3,4,3,2,3,3,2,3,4,3,3,4,2,4,3,2,3,2,4,4,2,4,2,3,2,2,3,4,2,2,1,3,3,2,2,2,3,3,2,3,3,2,4,3,4,2,4,2,4,3,2,2,1,2,2,3,4,2,3,4,2,1,1,1,1,1980,35000,2
473,Barh,10/22/2020,13:24:00,Patna Railway Station,179,2,45,1,2,1,5,5,1,3,Female safety,1,1,1,2,0,0,0,1,1,1,1,1,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,4,4,4,4,4,4,1,1,2,2,1,1,1,1,1,5,5,5,1,5,1,1,4,4,4,4,1,5,5,4,1,1,1,5,3,3,5,1,1,1,1,3,1,88,99,99,5,4,4,4,4,5,4,3,2,3,5,88,88,88,88,4,88,88,99,99,4,4,4,3,3,3,3,3,4,1,1,4,2,4,4,2,5,2,1,1,1,1,1,1,1,1975,15000,4
474,Patna sahib,10/22/2020,14:58:00,Phulwari sarif,184,2,20,1,1,1,4,5,1,2,Rape,1,4,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,88,4,3,2,1,2,3,4,88,88,3,3,3,2,2,3,3,2,2,1,1,1,1,1,1,88,88,88,88,88,4,1,1,1,1,3,2,3,1,3,3,2,3,3,88,2,1,3,3,1,3,3,3,5,2,2,2,2,3,1,1,2,2,4,3,5,2,2,4,3,4,2,3,3,5,3,1,1,3,3,5,3,1,3,2,5,99,99,1,99,3,88,3,4,2,2,2,4,1,1,1,1,3,3,2,2,1,1,4,1,2,2000,18000,2
475,"Pipra, Supaul",10/22/2020,12:25:00,Bakar Ganj,42,2,26,1,1,2,5,88,1,88,Rape,2,1,3,2,0,1,0,0,0,0,0,1,1,4,4,3,4,1,3,3,3,2,1,3,4,88,4,1,3,4,3,3,1,3,2,2,2,1,4,4,4,4,1,3,4,4,1,1,99,1,1,88,1,1,1,1,1,1,2,4,2,2,3,2,5,4,88,88,1,2,2,3,3,99,3,4,88,1,5,2,2,2,2,2,2,3,4,4,2,3,2,1,1,1,2,3,3,3,88,88,2,3,3,4,4,3,3,3,4,88,2,1,3,2,4,4,2,2,1,2,5,5,4,2,1,4,1,1,1994,12000,2
476,Sikta,10/22/2020,11:08:00,Patna sahib,9,2,37,1,1,88,3,3,3,2,Rape,88,4,88,2,0,0,1,1,1,0,0,1,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,4,3,3,3,2,3,3,2,2,2,4,3,3,2,2,4,1,1,1,1,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,2,2,3,1,2,2,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,4,3,3,3,2,1,4,88,,1983,16000,4
477,Raxaul,10/22/2020,16:07:00,Gayghat,10,2,29,1,2,2,3,2,2,2,sexual harassment,2,2,2,2,0,0,1,1,1,0,0,1,4,4,3,88,3,4,88,4,4,4,4,4,88,2,3,88,3,4,3,2,4,2,4,2,2,3,4,3,2,2,3,88,88,3,88,3,1,1,1,1,2,88,1,1,1,1,1,2,2,88,2,88,2,1,1,2,1,2,1,3,3,1,2,2,1,1,1,4,1,2,1,88,1,2,88,3,88,2,1,1,2,88,4,1,2,3,88,1,3,2,1,88,3,4,88,3,4,4,2,5,2,88,3,88,99,5,3,88,4,5,4,88,1,1,1,2,1991,10000,4
478,Patna sahib,10/22/2020,19:41:00,Patna sahib,184,2,28,1,3,1,3,3,5,2,Rape,1,2,2,2,1,1,1,1,0,0,0,1,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,1,1,1,1,2,2,3,3,3,2,1,3,2,3,3,2,3,3,2,3,3,3,2,1,2,2,3,2,3,3,1,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,4,3,4,2,3,3,4,2,4,3,2,3,4,4,4,3,4,3,4,3,2,1,4,1,2,1992,20000,3
479,Masaurhi,10/22/2020,15:16:00,Phulwari sarif,189,2,56,2,88,88,88,88,1,3,Health and Hospital,2,4,88,2,1,0,0,0,0,0,0,1,4,3,4,2,4,4,4,2,3,1,88,3,88,2,4,4,3,4,2,4,4,4,2,2,1,3,3,3,3,4,88,4,3,2,1,3,1,1,1,88,2,99,99,99,5,5,1,1,2,2,3,2,3,2,3,3,4,1,5,1,88,88,88,88,88,99,2,2,3,4,3,99,88,88,88,99,99,5,5,3,99,3,3,3,2,4,99,1,1,2,5,4,88,4,99,4,99,3,4,4,2,2,5,5,88,5,99,3,3,2,2,2,1,4,1,2,1964,15000,1
480,Narkatiya,10/22/2020,16:27:00,Gayghat,12,2,48,1,3,2,1,3,1,2,Female safety,88,2,4,2,0,1,1,1,0,0,0,1,88,3,88,3,88,4,3,3,4,88,4,3,4,3,4,3,4,4,3,4,3,4,88,3,3,99,4,3,3,4,4,4,3,3,3,4,1,1,1,99,1,3,88,2,2,88,1,2,88,2,2,2,1,1,88,1,1,2,88,2,3,2,1,2,3,88,88,1,3,1,1,1,1,1,3,2,88,1,3,2,1,88,2,1,1,3,1,1,1,3,1,4,4,4,88,3,3,88,4,5,1,2,3,3,88,4,88,5,4,5,3,2,1,3,99,,1972,4500,4
481,"Pipra, Supaul",10/22/2020,12:41:00,Bakar Ganj,42,2,30,1,1,1,88,1,1,3,Rape,2,3,1,2,0,1,0,0,0,0,0,1,88,88,4,4,3,4,4,4,4,4,88,88,88,4,4,2,4,4,3,88,99,99,88,3,2,1,3,4,4,4,4,4,3,3,3,2,1,1,88,1,4,2,2,2,2,4,1,4,4,3,4,4,4,4,88,88,1,2,3,1,2,1,1,1,1,1,5,3,2,2,2,3,3,3,3,3,3,3,1,1,2,88,88,1,1,2,5,2,1,1,1,1,4,4,3,3,3,3,3,4,2,2,4,5,4,4,4,2,3,3,3,2,1,4,88,,1990,10000,2
482,Danapur,10/22/2020,10:25:00,Boring Road,186,2,52,1,3,2,3,3,1,2,School  fees ,2,2,4,2,1,0,0,1,0,0,0,1,3,2,4,3,3,3,4,2,2,2,2,3,2,4,3,3,3,2,4,2,2,3,3,2,3,2,2,3,2,1,4,3,2,3,2,2,1,1,1,1,3,3,4,2,4,2,1,1,2,2,4,2,3,3,2,3,4,3,3,3,2,3,1,3,3,2,3,2,4,2,3,3,2,4,2,3,2,3,1,3,2,2,3,1,3,2,2,3,2,3,2,2,3,2,1,4,3,3,1,4,2,2,3,3,3,4,2,3,4,3,3,2,1,2,1,1,1968,45000,2
483,Sikta,10/22/2020,11:25:00,Patna sahib,9,2,32,1,88,2,3,3,1,3,Rape,88,3,3,2,1,1,0,0,0,0,0,1,2,3,3,2,2,4,3,3,2,2,4,3,3,2,2,4,3,3,2,2,3,3,2,2,2,3,3,2,2,2,4,3,2,2,2,4,1,1,1,1,2,3,3,3,4,4,1,3,4,3,3,4,4,3,2,3,4,3,4,2,88,3,2,2,2,3,2,2,2,2,3,1,2,2,3,3,2,2,3,3,3,2,2,3,4,4,2,2,3,3,3,3,3,2,3,2,3,3,3,4,3,2,3,4,3,4,3,4,3,3,3,2,1,1,88,,1988,12000,1
484,Phulwari,10/22/2020,15:32:00,Phulwari sarif,188,2,21,1,2,2,3,5,1,2,Rape,1,4,3,2,1,0,1,0,0,0,0,1,2,2,1,1,1,4,88,99,2,99,2,2,1,2,1,2,2,1,2,1,3,2,4,3,88,2,2,2,2,1,88,99,88,4,99,3,99,1,99,1,1,4,1,4,1,3,1,2,88,99,3,3,4,2,2,2,2,1,3,2,2,4,4,4,3,4,3,3,4,3,5,1,3,2,3,1,1,3,1,3,1,2,2,4,3,4,88,88,99,99,99,4,2,4,2,4,3,2,1,2,1,2,5,3,4,3,5,3,3,2,3,2,1,4,1,3,1999,22000,2
485,Kumhrar,10/22/2020,14:32:00,RMS colony,183,2,40,2,3,2,5,3,1,2,Female safety,1,3,1,2,1,0,1,1,1,1,0,1,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,1,1,1,1,3,4,3,4,3,4,1,4,3,4,3,4,3,3,4,5,3,1,3,88,88,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,88,2,4,3,4,3,4,3,4,3,5,2,2,4,5,4,5,4,5,4,5,4,2,1,1,1,1,1980,30000,4
486,Bettiah,10/22/2020,16:47:00,Gayghat,8,2,32,2,3,1,3,3,1,4,Education,2,2,3,2,0,0,0,1,0,0,0,1,4,4,4,4,3,4,4,3,2,2,3,3,4,2,4,2,3,3,2,4,4,4,3,4,4,4,4,3,2,99,88,3,4,2,3,88,1,1,1,1,3,88,2,1,1,3,1,2,88,3,2,1,2,88,1,4,1,3,1,2,2,2,4,1,2,1,1,2,3,3,2,1,3,4,2,88,1,2,3,2,88,1,2,3,3,2,1,1,3,3,1,4,3,4,4,3,3,4,4,88,3,2,5,4,5,4,4,5,5,3,3,2,1,3,88,,1988,15000,4
487,Patna sahib,10/22/2020,19:58:00,Patna sahib,184,2,25,1,2,2,3,3,2,2,Un employment,2,2,3,2,1,0,0,0,0,0,0,1,3,2,3,2,3,3,2,3,3,3,4,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,1,1,1,3,2,3,2,2,3,2,2,3,2,3,2,3,2,2,3,3,2,3,1,1,2,3,2,3,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,3,3,3,2,3,3,2,4,2,2,2,3,2,3,3,2,3,3,3,4,3,2,3,4,4,3,4,4,3,4,3,2,1,4,1,2,1995,15000,2
488,Kumhrar,10/22/2020,15:50:00,Phulwari sarif,183,2,23,1,1,1,3,4,1,2,Corruption,1,2,3,2,1,0,1,1,0,0,0,1,88,88,88,88,3,4,4,3,3,3,88,4,3,3,3,4,99,99,4,4,3,4,3,2,2,4,2,3,2,1,99,3,88,4,88,3,1,1,1,1,1,3,1,4,1,4,2,1,4,88,2,2,3,1,88,3,88,2,88,2,2,1,1,88,1,3,1,99,1,2,5,1,2,3,4,5,3,2,1,88,88,3,3,3,3,2,2,2,2,2,5,2,3,1,4,2,2,3,2,3,2,2,3,5,5,3,4,4,3,4,3,2,1,4,1,2,1997,24000,2
489,Sikta,10/22/2020,17:07:00,Gayghat,9,2,25,2,3,1,3,2,1,3,School  fees ,2,2,4,2,0,0,1,0,0,0,0,1,4,3,3,4,2,4,3,4,3,3,88,4,4,2,4,4,3,2,2,4,3,2,3,4,2,4,3,3,2,3,4,2,2,3,4,3,1,1,1,3,2,2,3,2,1,2,2,2,2,2,2,3,2,2,2,3,1,3,1,3,2,2,3,2,2,1,1,4,3,3,3,2,2,3,4,2,1,2,4,4,4,88,1,3,3,1,1,4,2,4,2,3,3,3,3,4,4,2,2,4,3,2,3,3,4,5,2,5,3,2,2,2,1,1,88,,1995,10000,4
490,Sikta,10/22/2020,11:40:00,Patna sahib,9,2,39,1,4,1,3,3,3,3,Rape,88,4,88,2,0,0,0,1,0,0,0,1,3,4,3,3,3,4,3,3,4,3,3,3,3,3,2,4,3,3,2,2,4,3,3,2,2,4,3,3,2,3,3,2,2,3,2,3,1,1,1,3,3,2,2,3,3,3,1,3,3,3,3,2,3,3,3,4,3,3,4,4,2,1,2,2,1,2,3,3,3,4,3,2,3,2,2,3,2,3,3,3,3,1,2,2,3,3,2,3,3,2,1,3,3,3,4,3,3,3,3,4,3,2,2,3,3,3,3,4,3,3,3,2,1,88,99,,1981,12000,1
491,Patna sahib,10/22/2020,20:11:00,Patna sahib,184,2,20,1,2,2,3,2,2,2,Un employment,1,2,2,2,1,0,1,0,0,0,0,1,3,2,3,3,3,4,2,3,3,3,4,3,3,3,3,3,2,3,3,3,4,2,3,3,3,4,2,3,3,3,4,3,4,3,3,3,1,1,1,3,2,3,2,3,2,3,1,2,2,3,3,3,3,2,1,3,2,3,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,1,2,1,1,3,4,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,4,3,2,3,4,3,4,3,4,3,4,3,2,1,1,1,2,2000,10000,3
492,Bankipur,10/22/2020,13:45:00,Patna Railway Station,182,2,35,1,2,1,5,4,1,3,Pollution ,2,1,1,2,1,1,1,1,1,1,0,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,4,4,3,3,3,4,4,1,1,1,1,1,1,1,1,1,5,5,4,1,5,5,1,1,4,5,5,3,5,5,5,1,2,1,4,4,4,5,5,4,4,4,5,4,3,2,1,5,4,3,3,3,5,1,2,2,2,5,2,1,1,1,4,1,1,1,1,4,3,3,3,2,3,3,3,4,1,1,4,1,4,2,1,4,2,2,2,2,1,1,1,1,1985,45000,4
493,Phulwari,10/22/2020,17:22:00,Gayghat,188,2,28,2,3,1,3,3,2,4,Female safety,88,2,4,2,0,0,1,0,0,0,0,1,3,3,3,88,2,88,4,2,3,2,3,4,4,2,4,4,3,3,2,4,88,3,3,2,88,4,2,4,2,2,88,3,4,3,4,4,1,1,1,4,2,3,1,3,2,2,2,3,2,2,2,2,2,3,1,2,3,3,1,3,4,2,3,2,2,2,1,2,2,2,4,88,4,1,3,4,1,3,4,4,2,1,1,3,4,3,88,2,3,3,2,4,3,4,3,4,3,4,3,5,2,2,4,3,3,5,5,5,3,3,3,2,1,1,88,,1992,12000,3
